AP Device Name,Boro,CB,PPT ID,Street Address,Latitude,Longitude,SSID(s),Uptime %,Number of Unique Clients,Number of Sessions,Minutes Used,MB Transferred (upload),MB Transferred (download),MB Transferred (total),Daily Avg - Number of Unique Clients,Daily Avg - Number of Sessions,Daily Avg - Minutes Used,Daily Avg - MB Transferred (upload),Daily Avg - MB Transferred (download),Daily Avg - MB Transferred (total)
bk-03-145843,bk,3,145843,545 NOSTRAND AVENUE,40.678818,-73.949579,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"14,363","43,288","193,021","35,777","377,949","413,727",463,"1,396","6,226","1,154","12,192","13,346"
bk-04-103731,bk,4,103731,849 BROADWAY,40.69887623,-73.93844701,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"5,047","8,365","21,327","3,488","28,797","32,285","1,262","2,091","5,332",872,"7,199","8,071"
bk-05-114742,bk,5,114742,3418 FULTON STREET,40.684317,-73.869636,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"2,550","21,127","145,100","11,676","158,000","169,676",82,682,"4,681",377,"5,097","5,473"
bk-05-126737,bk,5,126737,2 ELDERT LANE,40.69102143,-73.86809486,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"9,445","24,896","59,037","7,638","60,787","68,425",305,803,"1,904",246,"1,961","2,207"
bk-05-145931,bk,5,145931,2631 FULTON STREET,40.67722165,-73.89746353,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"23,699","84,934","441,984","73,066","842,592","915,658",764,"2,740","14,258","2,357","27,180","29,537"
bk-05-145932,bk,5,145932,62 PENNSYLVANIA AVENUE,40.67647467,-73.89716745,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"22,412","46,744","101,631","16,029","141,176","157,205",723,"1,508","3,278",517,"4,554","5,071"
bk-05-145936,bk,5,145936,22 GEORGIA AVENUE,40.67704253,-73.89921208,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"25,882","78,785","207,145","23,572","206,977","230,550",835,"2,541","6,682",760,"6,677","7,437"
bk-05-145937,bk,5,145937,2598 FULTON STREET,40.67699412,-73.89835842,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"18,054","46,691","112,953","13,045","84,619","97,665",582,"1,506","3,644",421,"2,730","3,150"
bk-05-145938,bk,5,145938,3480 FULTON STREET,40.68513094,-73.86677733,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"2,978","11,827","48,292","19,380","72,420","91,800",96,382,"1,558",625,"2,336","2,961"
bk-05-145939,bk,5,145939,3450 FULTON STREET,40.68470155,-73.86830879,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"2,422","19,955","121,650","16,976","169,954","186,931",78,644,"3,924",548,"5,482","6,030"
bk-05-145940,bk,5,145940,3435 FULTON STREET,40.68462509,-73.86897453,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"2,222","27,256","182,233","20,739","220,927","241,667",72,879,"5,878",669,"7,127","7,796"
bk-05-145941,bk,5,145941,3386 FULTON STREET,40.68406084,-73.87053741,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"3,450","35,043","109,032","6,864","94,545","101,409",111,"1,130","3,517",221,"3,050","3,271"
bk-05-145942,bk,5,145942,3368 FULTON STREET,40.68382059,-73.87137973,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"4,505","29,410","156,364","26,536","640,989","667,525",145,949,"5,044",856,"20,677","21,533"
bk-05-145943,bk,5,145943,241 CRESCENT STREET,40.683506,-73.872079,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"13,043","54,279","235,917","36,586","555,899","592,484",421,"1,751","7,610","1,180","17,932","19,112"
bk-05-145944,bk,5,145944,2460 FULTON STREET,40.67789498,-73.90299005,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"23,938","86,471","373,651","38,338","197,386","235,724",772,"2,789","12,053","1,237","6,367","7,604"
bk-05-145945,bk,5,145945,2493 FULTON STREET,40.67754,-73.90195137,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"11,398","35,708","201,411","21,743","407,660","429,403",368,"1,152","6,497",701,"13,150","13,852"
bk-06-108348,bk,6,108348,311 SMITH STREET,40.68134564,-73.99404694,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"10,339","51,550","124,054","12,723","61,124","73,847",334,"1,663","4,002",410,"1,972","2,382"
bk-06-117250,bk,6,117250,304 5 AVENUE,40.673534,-73.982789,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"7,842","26,154","83,450","11,444","127,282","138,726",253,844,"2,692",369,"4,106","4,475"
bk-06-125626,bk,6,125626,445 5 AVENUE,40.669018,-73.986317,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"11,329","50,360","231,269","30,822","305,200","336,022",365,"1,625","7,460",994,"9,845","10,839"
bk-06-125910,bk,6,125910,462 5 AVENUE,40.66853323,-73.98695629,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"7,782","60,548","129,506","12,089","223,905","235,995",251,"1,953","4,178",390,"7,223","7,613"
bk-06-125912,bk,6,125912,500 5 AVENUE,40.667305,-73.987979,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"5,314","30,708","232,469","47,468","583,906","631,374",171,991,"7,499","1,531","18,836","20,367"
bk-06-125915,bk,6,125915,555 5 AVENUE,40.665618,-73.989159,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"6,816","25,735","74,401","15,489","94,664","110,153",220,830,"2,400",500,"3,054","3,553"
bk-06-125921,bk,6,125921,426 5 AVENUE,40.66973105,-73.98595804,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"9,990","45,017","164,662","22,562","203,454","226,016",322,"1,452","5,312",728,"6,563","7,291"
bk-06-125930,bk,6,125930,168 5 AVENUE,40.67761961,-73.97973799,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"10,485","41,190","211,610","32,747","266,389","299,137",338,"1,329","6,826","1,056","8,593","9,650"
bk-06-125931,bk,6,125931,270 5 AVENUE,40.67455551,-73.98193577,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"9,799","46,816","111,809","11,530","65,441","76,971",316,"1,510","3,607",372,"2,111","2,483"
bk-06-126392,bk,6,126392,252 COURT STREET,40.68538976,-73.9945262,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"7,605","25,719","77,012","8,503","48,527","57,030",245,830,"2,484",274,"1,565","1,840"
bk-06-126394,bk,6,126394,343 COURT STREET,40.68248292,-73.99575348,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"9,429","30,999","81,908","10,324","60,984","71,307",304,"1,000","2,642",333,"1,967","2,300"
bk-06-126514,bk,6,126514,248 FLATBUSH AVENUE,40.67963858,-73.97437146,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"18,095","37,835","91,448","12,087","71,863","83,950",584,"1,220","2,950",390,"2,318","2,708"
bk-06-127417,bk,6,127417,739 UNION STREET,40.676409,-73.98029,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"13,982","48,457","160,942","35,321","231,616","266,937",451,"1,563","5,192","1,139","7,471","8,611"
bk-06-145848,bk,6,145848,162 PARK PLACE,40.67758878,-73.9730618,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.19%,"13,608","35,851","100,348","22,626","125,968","148,594",716,"1,887","5,281","1,191","6,630","7,821"
bk-06-145870,bk,6,145870,321 COURT STREET,40.68317963,-73.99541762,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",93.28%,"4,202","10,922","33,714","3,331","41,242","44,573",136,352,"1,088",107,"1,330","1,438"
bk-06-145871,bk,6,145871,459 BERGEN STREET,40.68103872,-73.97573017,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"12,878","28,753","80,733","16,254","104,915","121,169",415,928,"2,604",524,"3,384","3,909"
bk-06-145872,bk,6,145872,110 5 AVENUE,40.67950101,-73.97846492,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"11,332","43,702","138,420","22,484","174,474","196,957",366,"1,410","4,465",725,"5,628","6,353"
bk-06-145873,bk,6,145873,482 5 AVENUE,40.667873,-73.987509,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"4,367","15,122","56,583","9,971","111,755","121,726",141,488,"1,825",322,"3,605","3,927"
bk-06-145874,bk,6,145874,515 5 AVENUE,40.66653858,-73.98837832,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"5,791","19,699","72,485","10,897","81,661","92,557",187,635,"2,338",352,"2,634","2,986"
bk-06-145875,bk,6,145875,280 SMITH STREET,40.68240987,-73.99346713,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"5,346","20,791","87,147","26,966","203,634","230,601",172,671,"2,811",870,"6,569","7,439"
bk-06-145876,bk,6,145876,244 SMITH STREET,40.68343607,-73.99277254,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",97.45%,"4,853","15,247","47,218","7,051","67,241","74,293",157,492,"1,523",227,"2,169","2,397"
bk-06-145891,bk,6,145891,50 5 AVENUE,40.681596,-73.977038,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"19,654","67,954","219,662","35,144","271,382","306,526",634,"2,192","7,086","1,134","8,754","9,888"
bk-06-145893,bk,6,145893,372 3 AVENUE,40.6726791,-73.98316142,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"7,277","27,102","86,961","8,649","66,258","74,907",235,874,"2,805",279,"2,137","2,416"
bk-06-145894,bk,6,145894,337 5 AVENUE,40.67224181,-73.98362685,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"9,582","41,913","174,026","28,458","145,210","173,669",309,"1,352","5,614",918,"4,684","5,602"
bk-06-145895,bk,6,145895,615 CARROLL STREET,40.675254,-73.981469,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",6.44%,649,"1,261","4,029",238,"3,364","3,602",21,41,130,8,109,116
bk-06-145896,bk,6,145896,667 WARREN STREET,40.680323,-73.978034,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"9,570","27,347","75,918","10,041","46,225","56,265",309,882,"2,449",324,"1,491","1,815"
bk-06-145902,bk,6,145902,258 14 STREET,40.66622971,-73.98905662,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"4,533","14,248","39,797","5,620","30,525","36,145",146,460,"1,284",181,985,"1,166"
bk-06-145905,bk,6,145905,220 SMITH STREET,40.68430374,-73.9921845,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"6,102","20,004","61,833","15,796","107,785","123,580",197,645,"1,995",510,"3,477","3,986"
bk-06-145906,bk,6,145906,333 BALTIC STREET,40.68479895,-73.99158104,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"7,211","22,802","64,001","15,906","104,794","120,701",233,736,"2,065",513,"3,380","3,894"
bk-06-145909,bk,6,145909,548 4 AVENUE,40.666904,-73.991789,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"10,804","30,744","85,729","11,161","83,712","94,873",349,992,"2,765",360,"2,700","3,060"
bk-06-145918,bk,6,145918,281 COURT STREET,40.68455252,-73.99476547,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"7,235","241,557","68,175","6,904","22,852","29,757",233,"7,792","2,199",223,737,960
bk-06-145994,bk,6,145994,342 FLATBUSH AVENUE,40.67613405,-73.97183554,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"26,252","68,111","172,431","26,087","158,185","184,272",847,"2,197","5,562",842,"5,103","5,944"
bk-07-108701,bk,7,108701,731 4 AVENUE,40.660871,-73.997387,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",78.39%,"6,204","33,846","130,170","16,337","183,211","199,549",200,"1,092","4,199",527,"5,910","6,437"
bk-07-125836,bk,7,125836,948 3 AVENUE,40.65574578,-74.00654892,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"10,615","31,504","116,400","20,024","138,129","158,154",342,"1,016","3,755",646,"4,456","5,102"
bk-07-125840,bk,7,125840,4201 4 AVENUE,40.65039017,-74.00828534,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"6,664","22,913","89,144","11,304","166,405","177,709",215,739,"2,876",365,"5,368","5,733"
bk-07-125841,bk,7,125841,875 4 AVENUE,40.656011,-74.002446,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"5,905","17,821","44,407","4,833","49,202","54,036",190,575,"1,432",156,"1,587","1,743"
bk-07-125846,bk,7,125846,968 4 AVENUE,40.65371111,-74.00525819,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"10,527","37,286","130,840","29,538","312,349","341,886",340,"1,203","4,221",953,"10,076","11,029"
bk-07-125904,bk,7,125904,650 5 AVENUE,40.662588,-73.992259,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"6,153","21,573","57,295","6,462","64,378","70,840",198,696,"1,848",208,"2,077","2,285"
bk-07-125916,bk,7,125916,601 5 AVENUE,40.664176,-73.990353,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"6,827","28,393","57,201","5,363","29,166","34,529",220,916,"1,845",173,941,"1,114"
bk-07-125917,bk,7,125917,620 5 AVENUE,40.66355007,-73.99124562,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",97.32%,"5,442","21,334","60,823","7,567","70,421","77,989",176,688,"1,962",244,"2,272","2,516"
bk-07-125928,bk,7,125928,63 5 AVENUE,40.6807318,-73.97744609,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"12,787","48,952","182,913","17,736","155,374","173,109",412,"1,579","5,900",572,"5,012","5,584"
bk-07-141113,bk,7,141113,776 4 AVENUE,40.65974544,-73.99898564,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"6,902","39,648","193,672","24,695","424,693","449,388","1,726","9,912","48,418","6,174","106,173","112,347"
bk-07-141621,bk,7,141621,784 4 AVENUE,40.659902,-73.998822,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"4,452","27,131","286,219","29,806","710,233","740,039",144,875,"9,233",961,"22,911","23,872"
bk-07-145862,bk,7,145862,899 4 AVENUE,40.6554376,-74.00305032,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"6,780","25,848","129,531","12,106","90,808","102,913",219,834,"4,178",391,"2,929","3,320"
bk-07-145865,bk,7,145865,941 4 AVENUE,40.65413323,-74.00440376,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"11,733","46,073","221,477","25,511","259,244","284,755",378,"1,486","7,144",823,"8,363","9,186"
bk-07-145866,bk,7,145866,825 4 AVENUE,40.657704,-74.000689,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"5,788","16,315","40,277","7,191","80,449","87,641",187,526,"1,299",232,"2,595","2,827"
bk-07-145867,bk,7,145867,691 4 AVENUE,40.662189,-73.996017,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.73%,"9,029","32,293","68,035","3,124","30,362","33,487",291,"1,042","2,195",101,979,"1,080"
bk-07-145886,bk,7,145886,799 4 AVENUE,40.658808,-73.999532,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"6,319","22,482","97,483","7,622","289,294","296,916",204,725,"3,145",246,"9,332","9,578"
bk-07-145887,bk,7,145887,615 4 AVENUE,40.664406,-73.993715,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"5,847","20,449","81,920","11,011","127,845","138,856",189,660,"2,643",355,"4,124","4,479"
bk-07-145901,bk,7,145901,875 4 AVENUE,40.656384,-74.002053,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"5,146","13,348","32,852","3,409","27,645","31,054",166,431,"1,060",110,892,"1,002"
bk-08-125707,bk,8,125707,718 WASHINGTON AVENUE,40.67640751,-73.96361018,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"8,208","23,286","61,046","9,337","70,247","79,584",265,751,"1,969",301,"2,266","2,567"
bk-08-125716,bk,8,125716,271 FLATBUSH AVENUE,40.679568,-73.97406,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"16,004","28,577","62,069","7,411","44,827","52,238",516,922,"2,002",239,"1,446","1,685"
bk-08-126469,bk,8,126469,529 EASTERN PARKWAY,40.670115,-73.950627,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"23,961","63,694","208,617","37,898","193,883","231,780",773,"2,055","6,730","1,223","6,254","7,477"
bk-08-126502,bk,8,126502,307 FLATBUSH AVENUE,40.67845279,-73.97325278,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"19,290","45,395","138,961","23,998","132,979","156,977",622,"1,464","4,483",774,"4,290","5,064"
bk-08-126609,bk,8,126609,764 FRANKLIN AVENUE,40.672302,-73.95745774,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"12,206","48,803","159,095","47,446","263,535","310,981",394,"1,574","5,132","1,531","8,501","10,032"
bk-08-126832,bk,8,126832,777 NOSTRAND AVENUE,40.67064687,-73.95035244,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"9,728","38,860","202,646","22,230","263,643","285,873",314,"1,254","6,537",717,"8,505","9,222"
bk-08-127030,bk,8,127030,791 NOSTRAND AVENUE,40.670147,-73.950397,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"19,249","50,721","150,307","12,751","107,069","119,819",621,"1,636","4,849",411,"3,454","3,865"
bk-08-127034,bk,8,127034,628 NOSTRAND AVENUE,40.676976,-73.949916,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"9,076","35,480","198,530","30,748","443,304","474,052",293,"1,145","6,404",992,"14,300","15,292"
bk-08-127037,bk,8,127037,794 PROSPECT PLACE,40.674266,-73.950234,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"9,669","50,568","404,801","45,241","873,120","918,361",312,"1,631","13,058","1,459","28,165","29,625"
bk-08-127039,bk,8,127039,695 NOSTRAND AVENUE,40.673527,-73.950078,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"9,177","37,331","161,915","24,845","240,696","265,541",296,"1,204","5,223",801,"7,764","8,566"
bk-08-127044,bk,8,127044,590 NOSTRAND AVENUE,40.67826808,-73.94979845,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"23,439","63,119","214,624","36,765","659,320","696,085",756,"2,036","6,923","1,186","21,268","22,454"
bk-08-127047,bk,8,127047,632 NOSTRAND AVENUE,40.676752,-73.949935,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"7,341","23,756","108,110","15,227","104,269","119,496",237,766,"3,487",491,"3,364","3,855"
bk-08-127080,bk,8,127080,27 6 AVENUE,40.68213254,-73.97393282,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"8,675","21,393","45,638","7,871","46,414","54,286",280,690,"1,472",254,"1,497","1,751"
bk-08-132895,bk,8,132895,773 WASHINGTON AVENUE,40.673692,-73.96286903,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"7,922","27,208","88,421","16,434","76,515","92,949",256,878,"2,852",530,"2,468","2,998"
bk-08-145032,bk,8,145032,656 NOSTRAND AVENUE,40.675965,-73.950008,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"11,859","51,070","181,269","38,993","269,501","308,494",383,"1,647","5,847","1,258","8,694","9,951"
bk-08-145831,bk,8,145831,575 NOSTRAND AVENUE,40.677504,-73.94969703,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"9,074","54,522","209,716","34,771","387,831","422,602",293,"1,759","6,765","1,122","12,511","13,632"
bk-08-145832,bk,8,145832,737 NOSTRAND AVENUE,40.67211449,-73.9502139,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"12,362","54,652","282,402","33,496","354,202","387,698",399,"1,763","9,110","1,081","11,426","12,506"
bk-08-145903,bk,8,145903,550 VANDERBILT AVENUE,40.68042562,-73.96799938,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"14,623","36,264","94,874","17,430","87,908","105,338",472,"1,170","3,060",562,"2,836","3,398"
bk-08-145908,bk,8,145908,888 PACIFIC STREET,40.68023805,-73.96451072,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"6,955","14,104","34,646","3,786","33,956","37,742",224,455,"1,118",122,"1,095","1,217"
bk-08-145919,bk,8,145919,488 BERGEN STREET,40.68064989,-73.97437496,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"15,794","48,107","189,099","21,385","257,815","279,200",509,"1,552","6,100",690,"8,317","9,006"
bk-08-145920,bk,8,145920,751 BERGEN STREET,40.67854,-73.96373,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"8,779","36,352","103,925","9,129","55,355","64,484",283,"1,173","3,352",294,"1,786","2,080"
bk-08-145935,bk,8,145935,2 UNDERHILL AVENUE,40.68088788,-73.96466835,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"16,646","31,276","58,855","5,784","49,882","55,666",537,"1,009","1,899",187,"1,609","1,796"
bk-08-145990,bk,8,145990,634 FRANKLIN AVENUE,40.676714,-73.955858,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"6,939","24,948","110,960","22,987","149,618","172,605",224,805,"3,579",742,"4,826","5,568"
bk-08-145991,bk,8,145991,658 FRANKLIN AVENUE,40.67574507,-73.95621158,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"5,888","25,429","62,347","5,819","68,141","73,960",190,820,"2,011",188,"2,198","2,386"
bk-08-145992,bk,8,145992,685 FRANKLIN AVENUE,40.675141,-73.956281,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"7,416","26,361","81,167","10,489","79,774","90,263",239,850,"2,618",338,"2,573","2,912"
bk-08-146008,bk,8,146008,437 PARK PLACE,40.675659,-73.963553,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"8,551","28,155","82,287","7,944","55,845","63,789",276,908,"2,654",256,"1,801","2,058"
bk-08-146009,bk,8,146009,795 WASHINGTON AVENUE,40.672748,-73.962694,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"9,492","30,644","127,237","16,887","203,456","220,344",306,989,"4,104",545,"6,563","7,108"
bk-08-146084,bk,8,146084,720 FRANKLIN AVENUE,40.67403887,-73.95682638,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"8,688","36,179","172,314","17,257","243,197","260,454",280,"1,167","5,559",557,"7,845","8,402"
bk-09-126475,bk,9,126475,340 EMPIRE BOULEVARD,40.66382689,-73.95077465,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.73%,"13,171","43,420","136,966","28,401","158,481","186,881",425,"1,401","4,418",916,"5,112","6,028"
bk-09-126559,bk,9,126559,597 FLATBUSH AVENUE,40.658911,-73.960426,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"10,775","32,862","82,181","40,318","105,268","145,586",348,"1,060","2,651","1,301","3,396","4,696"
